ISO Codes,Title
ISO 2929:2021,Rubber hoses and hose assemblies for bulk fuel delivery by truck — Specification
ISO 3861:2021,Rubber hoses and hose assemblies for sand and grit blasting — Specification
ISO 4671:2022,Rubber and plastics hoses and hose assemblies — Methods of measurement of the dimensions of hoses and the lengths of hose assemblies
ISO 5359:2014,/Amd 1:2017Anaesthetic and respiratory equipment — Low-pressure hose assemblies for use with medical gases — Amendment 1
ISO 5771:2024,Rubber hoses and hose assemblies for transferring anhydrous ammonia — Specification
ISO 6804:2023,Rubber and plastics inlet hoses and hose assemblies for washing-machines and dishwashers — Specification
ISO 6806:2024,Rubber hoses and hose assemblies for use in oil burners — Specification
ISO 8028:2024,Rubber and/or plastics hoses and hose assemblies for airless paint spraying — Specification
ISO 8066-4:2023,Rubber and plastics hoses and hose assemblies for automotive air conditioning — Specification — Part 4: Low vibration transmission type for Refrigerant 1234yf
ISO 9528:2022,"Aerospace — Standard-weight polytetrafluoroethylene (PTFE) hose assemblies, classification 204 °C/21 000 kPa — Procurement specification"
ISO 9938:2022,"Aerospace — Polytetrafluoroethylene (PTFE) hose assemblies, classification 204 °C/28 000 kPa — Procurement specification"
ISO 11237:2025,Rubber hoses and hose assemblies — Compact wire-braid-reinforced hydraulic types for oil-based or water-based fluids — Specification
ISO 11424:2023,Rubber hoses and tubing for air and vacuum systems for internal-combustion engines — Specification
ISO 13775-1:2021,Thermoplastic tubing and hoses for automotive use — Part 1: Non-fuel applications
ISO 14557:2021,Fire-fighting hoses — Rubber and plastics suction hoses and hose assemblies
ISO 21012:2024,Cryogenic vessels — Hoses
ISO 27126:2021,"Thermoplastic multi-layer (non-vulcanized) hoses and hose assemblies for the transfer of hydrocarbons, solvents and chemicals — Specification"
ISO 27127:2021,Thermoplastic multi-layer (non-vulcanized) hoses and hose assemblies for the transfer of liquid petroleum gas and liquefied natural gas — Specification
ISO 3601-1:2012,"/Amd 1:2019Fluid power systems — O-rings — Part 1: Inside diameters, cross-sections, tolerances and designation codes — Amendment 1"
ISO 3601-1:2012,"/Cor 1:2012Fluid power systems — O-rings — Part 1: Inside diameters, cross-sections, tolerances and designation codes — Technical Corrigendum 1"
ISO 3601-3:2005,/Amd 1:2018Fluid power systems — O-rings — Part 3: Quality acceptance criteria — Amendment 1
ISO 3934:2021,"Rubber, vulcanized and thermoplastic — Preformed gaskets used in buildings — Classification, specifications and test methods"
ISO 4633:2023,"Rubber seals — Joint rings for water supply, drainage and sewerage pipelines — Specification for materials"
ISO 5119:2023,Low temperature sealing capability of elastomeric seals — Test methods
ISO 5892:2024,Rubber building gaskets — Materials for preformed solid vulcanized structural gaskets — Specification
ISO 16589-1:2011,/Amd 1:2018Rotary shaft lip-type seals incorporating thermoplastic sealing elements — Part 1: Nominal dimensions and tolerances — Amendment 1
ISO 23711:2022,Elastomeric seals — Requirements for materials for pipe joint seals used in water and drainage applications — Thermoplastic elastomers
ISO 27996:2024,Aerospace fluid systems — Elastomer seals — Storage and shelf life
ISO 5412:2022,Plastics — Industrial compostable plastic shopping bags
ISO 5424:2022,Plastics — Industrial compostable plastic drinking straws
ISO 10282:2023,Single-use sterile rubber surgical gloves — Specification
ISO 12856-1:2022,"Railway applications — Polymeric composite sleepers, bearers and transoms — Part 1: Material characteristics"
ISO 12856-2:2020,"Railway applications — Polymeric composite sleepers, bearers and transoms — Part 2: Product testing"
ISO 12856-3:2022,"Railway applications — Polymeric composite sleepers, bearers and transoms — Part 3: General requirements"
ISO 17717:2024,Meteorological balloons — Specification
ISO 20819-2:2023,Plastics — Wood-plastic recycled composites (WPRC) — Part 2: Test methods
ISO 22762-1:2024,Elastomeric seismic-protection isolators — Part 1: Test methods
ISO 22762-2:2024,Elastomeric seismic-protection isolators — Part 2: Applications for bridges — Specifications
ISO 22762-3:2024,Elastomeric seismic-protection isolators — Part 3: Applications for buildings — Specifications
ISO 22762-5:2021,Elastomeric seismic-protection isolators — Part 5: Sliding seismic-protection isolators for buildings
ISO 22762-6:2022,Elastomeric seismic-protection isolators — Part 6: High-durability and high-performance specifications and test methods
ISO 22941:2021,Rubber sheets for livestock — Dairy cattle — Specification
ISO 25518:2021,Single-use rubber gloves for general applications — Specification
ISO 3877-4:1984,"/Amd 1:2020Tyres, valves and tubes — List of equivalent terms — Part 4: Solid tyres — Amendment 1"
ISO 4223-2:1991,/Amd 1:2020Definitions of some terms used in the tyre industry — Part 2: Solid tyres — Amendment 1
ISO 14960-1:2023,Tubeless tyres — Valves and components — Part 1: Snap-in tyre valves test methods
ISO 14960-2:2024,Tubeless tyres — Valves and components — Part 2: Clamp-in tubeless tyre valve — Test methods
ISO 18885-3:2021,TPMS snap-in valves — Part 3: Performances
ISO 21634:2022,Rubber flaps for tyres — Requirements and test methods
ISO 22638:2024,Rubber — Generation and collection of tyre and road wear particles (TRWP) — Road simulator laboratory method
ISO 22640:2023,Rubber — Framework for physical and chemical characterization of tyre and road wear particles (TRWP)
ISO 23475-1:2021,Testing method for steel tyre cord — Part 1: General requirements
ISO 24163-1:2024,"Clamp-in tyre valves for tyre pressure monitoring systems — Part 1: Definition, types, dimensions and valve interface"
ISO 24163-2:2024,Clamp-in tyre valves for tyre pressure monitoring systems — Part 2: Test methods and performance
ISO 24469:2023,Road wear test of studded tyres
ISO 4000-1:2024,Passenger car tyres and rims — Part 1: Tyres (metric series)
ISO 5273:2025,Passenger car tyres — Preparation method for an artificially worn state for wet grip testing
ISO 5775-1:2023,Bicycle tyres and rims — Part 1: Tyre designations and dimensions
ISO 10191:2021,Passenger car tyres — Verifying tyre capabilities — Laboratory test methods
ISO 10231:2025,Motorcycle tyres — Test methods for verifying tyre capabilities
ISO 13325:2019,/Amd 1:2023Tyres — Coast-by methods for measurement of tyre-to-road sound emission — Amendment 1: Uncertainties
ISO 19447:2021,Passenger car tyres — Method for measuring ice grip performance — Loaded new tyres
ISO 20908:2023,Tyre sound emission test — Methods of drum
ISO 23671:2021,Passenger car tyres — Method for measuring relative wet grip performance — Loaded new tyres
ISO 7295:1988,/Amd 1:2014Tyre valves for aircraft — Interchangeability dimensions — Amendment 1
ISO 11795:2018,/Amd 1:2022Agricultural tractor drive wheel tyres — Explanation of rolling circumference index (RCI) and speed radius index (SRI) and method of measuring tyre rolling circumference — Amendment 1
ISO 18804:2021,"Rims for agricultural, forestry and construction machines"
ISO 4250-1:2023,Earth-mover tyres and rims — Part 1: Tyre designation and dimensions
ISO 4250-2:2023,Earth-mover tyres and rims — Part 2: Loads and inflation pressures
ISO 10571:2024,Tyres for mobile cranes and similar specialized machines
ISO 18808:2021,Agricultural tyres for construction machines
ISO 12507:2025,Paper and pulp — Deinkability test for printed paper product mixtures containing woodfree printed paper
ISO 12625-4:2022,"Tissue paper and tissue products — Part 4: Determination of tensile strength, stretch at maximum force and tensile energy absorption"
ISO 12625-5:2024,Tissue paper and tissue products — Part 5: Determination of wet tensile strength
ISO 12625-7:2021,Tissue paper and tissue products — Part 7: Determination of optical properties — Measurement of brightness and colour with D65/10° (outdoor daylight)
ISO 12625-12:2023,Tissue paper and tissue products — Part 12: Determination of tensile strength of perforated lines and calculation of perforation efficiency
ISO 12625-15:2022,Tissue paper and tissue products — Part 15: Determination of optical properties — Measurement of brightness and colour with C/2° (indoor daylight) illuminant
ISO 12625-16:2024,Tissue paper and tissue products — Part 16: Determination of optical properties — Diffuse reflectance method for opacity (paper backing)
ISO 12625-17:2021,Tissue paper and tissue products — Part 17: Determination of disintegration in water
ISO 12625-18:2022,Tissue paper and tissue products — Part 18: Determination of surface friction
ISO 3037:2022,Corrugated fibreboard — Determination of edgewise crush resistance (non-waxed edge method)
ISO 9038:2025,Determination of sustained combustibility of liquids
ISO 787-2:2021,General methods of test for pigments and extenders — Part 2: Determination of matter volatile at 105 °C
ISO 788:2021,Ultramarine pigments
ISO 1247-1:2021,Aluminium pigments for paints — Part 1: General aluminium pigments
ISO 1247-2:2021,Aluminium pigments for paints — Part 2: Vacuum metallized aluminium pigments
ISO 1248:2006,/Cor 1:2007Iron oxide pigments — Specifications and methods of test — Technical Corrigendum 1
ISO 1248:2006,/Cor 2:2008Iron oxide pigments — Specifications and methods of test — Technical Corrigendum 2
ISO 1249:1974,/Cor 1:1992Zinc chromate pigments — Basic zinc potassium chromate pigments and zinc tetrahydroxychromate pigments — Technical Corrigendum 1
ISO 3262-2:2023,Extenders — Specifications and methods of test — Part 2: Baryte (natural barium sulfate)
ISO 3262-3:2023,Extenders — Specifications and methods of test — Part 3: Blanc fixe
ISO 3262-4:2023,Extenders — Specifications and methods of test — Part 4: Whiting
ISO 3262-5:2023,Extenders — Specifications and methods of test — Part 5: Natural crystalline calcium carbonate
ISO 3262-6:2022,Extenders — Specifications and methods of test — Part 6: Precipitated calcium carbonate
ISO 3262-7:2023,Extenders — Specifications and methods of test — Part 7: Dolomite
ISO 3262-8:2023,Extenders — Specifications and methods of test — Part 8: Natural clay
ISO 3262-9:2023,Extenders — Specifications and methods of test — Part 9: Calcined clay
ISO 3262-10:2024,Extenders — Specifications and methods of test — Part 10: Natural talc/chlorite in lamellar form
ISO 3262-11:2024,"Extenders — Specifications and methods of test — Part 11: Natural talc, in lamellar form, containing carbonates"
ISO 3262-12:2023,Extenders — Specifications and methods of test — Part 12: Muscovite-type mica
ISO 3262-13:2023,Extenders — Specifications and methods of test — Part 13: Natural quartz (ground)
ISO 3262-14:2023,Extenders — Specifications and methods of test — Part 14: Cristobalite
ISO 3262-15:2023,Extenders — Specifications and methods of test — Part 15: Vitreous silica
ISO 3262-16:2023,Extenders — Specifications and methods of test — Part 16: Aluminium hydroxides
ISO 3262-17:2024,Extenders — Specifications and methods of test — Part 17: Precipitated calcium silicate
ISO 3262-18:2023,Extenders — Specifications and methods of test — Part 18: Precipitated sodium aluminium silicate
ISO 3262-19:2021,Extenders — Specifications and methods of test — Part 19: Precipitated silica
ISO 3262-20:2021,Extenders — Specifications and methods of test — Part 20: Fumed silica
ISO 3262-21:2023,Extenders — Specifications and methods of test — Part 21: Silica sand (unground natural quartz)
ISO 3262-22:2023,Extenders — Specifications and methods of test — Part 22: Flux-calcined kieselguhr
ISO 3549:2024,Zinc dust pigments for paints — Specifications and test methods
ISO 18314-2:2023,"Analytical colorimetry — Part 2: Saunderson correction, solutions of the Kubelka-Munk equation, tinting strength, depth of shade and hiding power"
ISO 18314-3:2022,Analytical colorimetry — Part 3: Special indices
ISO 18314-4:2024,Analytical colorimetry — Part 4: Metamerism index for pairs of samples for change of illuminant
ISO 18314-5:2022,Analytical colorimetry — Part 5: Procedure for colorimetric determination of colour differences of object colours according to equidistant colour spaces
ISO 18473-4:2022,Functional pigments and extenders for special applications — Part 4: Nanoscale titanium dioxide for photocatalytic application
ISO 23157:2021,Determination of the silanol group content on the surface of fumed silica — Reaction gas chromatographic method
ISO 4625-1:2020,Binders for paints and varnishes — Determination of softening point — Part 1: Ring-and-ball method
ISO 7142:2023,Binders for paints and varnishes — Epoxy resins — General methods of test
ISO 11908:2025,Binders for paints and varnishes — Amino resins — General methods of test
ISO 13885-1:2020,Gel permeation chromatography (GPC) — Part 1: Tetrahydrofuran (THF) as eluent
ISO 13885-2:2020,"Gel permeation chromatography (GPC) — Part 2: N,N-Dimenthylacetamide (DMAC) as eluent"
ISO 13885-3:2020,Gel permeation chromatography (GPC) — Part 3: Water as eluent
ISO 15715:2025,Binders for paints and varnishes — Determination of turbidity
ISO 4626:2023,Volatile organic liquids — Determination of boiling range of organic solvents used as raw materials
ISO 6707-1:2020,Buildings and civil engineering works — Vocabulary — Part 1: General terms
ISO 6707-4:2021,Buildings and civil engineering works — Vocabulary — Part 4: Facility management terms
ISO 7817-1:2024,Building information modelling — Level of information need — Part 1: Concepts and principles
ISO 12006-3:2022,Building construction — Organization of information about construction works — Part 3: Framework for object-oriented information
ISO 12911:2023,"Organization and digitization of information about buildings and civil engineering works, including building information modelling (BIM) — Framework for specification of BIM implementation"
ISO 19650-4:2022,"Organization and digitization of information about buildings and civil engineering works, including building information modelling (BIM) — Information management using building information modelling — Part 4: Information exchange"
ISO 19650-6:2025,"Organization and digitization of information about buildings and civil engineering works, including building information modelling (BIM) — Information management using building information modelling — Part 6: Health and safety information"
ISO 21597-2:2020,Information container for linked document delivery — Exchange specification — Part 2: Link types
ISO 22014:2024,"Library objects for architecture, engineering, construction and use"
ISO 29481-3:2022,Building information models — Information delivery manual — Part 3: Data schema
ISO 6082:2025,Construction project governance — Guidance on delivery management
ISO 6707-3:2022,Buildings and civil engineering works — Vocabulary — Part 3: Sustainability terms
ISO 10845-1:2020,"Construction procurement — Part 1: Processes, methods and procedures"
ISO 10845-2:2020,Construction procurement — Part 2: Formatting and compilation of procurement documentation
ISO 10845-3:2021,Construction procurement — Part 3: Standard conditions of tender
ISO 10845-4:2021,Construction procurement — Part 4: Standard conditions for the calling for expressions of interest
ISO 22058:2022,Construction procurement — Guidance on strategy and tactics
ISO 4931-1:2024,"Buildings and civil engineering works — Principles, framework and guidance for resilience design — Part 1: Adaptation to climate change"
ISO 11855-1:2021,"Building environment design — Embedded radiant heating and cooling systems — Part 1: Definitions, symbols, and comfort criteria"
ISO 11855-1:2021,"/Amd 1:2023Building environment design — Embedded radiant heating and cooling systems — Part 1: Definitions, symbols, and comfort criteria — Amendment 1"
ISO 11855-2:2021,Building environment design — Embedded radiant heating and cooling systems — Part 2: Determination of the design heating and cooling capacity
ISO 11855-2:2021,/Amd 1:2023Building environment design — Embedded radiant heating and cooling systems — Part 2: Determination of the design heating and cooling capacity — Amendment 1
ISO 11855-3:2021,Building environment design — Embedded radiant heating and cooling systems — Part 3: Design and dimensioning
ISO 11855-3:2021,/Amd 1:2023Building environment design — Embedded radiant heating and cooling systems — Part 3: Design and dimensioning — Amendment 1
ISO 11855-4:2021,Building environment design — Embedded radiant heating and cooling systems — Part 4: Dimensioning and calculation of the dynamic heating and cooling capacity of Thermo Active Building Systems (TABS)
ISO 11855-4:2021,/Amd 1:2023Building environment design — Embedded radiant heating and cooling systems — Part 4: Dimensioning and calculation of the dynamic heating and cooling capacity of Thermo Active Building Systems (TABS) — Amendment 1
ISO 11855-5:2021,Building environment design — Embedded radiant heating and cooling systems — Part 5: Installation
ISO 11855-5:2021,/Amd 1:2023Building environment design — Embedded radiant heating and cooling systems — Part 5: Installation — Amendment 1
ISO 11855-6:2018,"/Amd 1:2023Building environment design — Design, dimensioning, installation and control of embedded radiant heating and cooling systems — Part 6: Control — Amendment 1"
ISO 11855-7:2019,"/Amd 1:2024Building environment design — Design, dimensioning, installation and control of embedded radiant heating and cooling systems — Part 7: Input parameters for the energy calculation — Amendment 1"
ISO 11855-8:2023,"Building environment design — Design, dimensioning, installation and control of embedded radiant heating and cooling systems — Part 8: Electrical heating systems"
ISO 15928-7:2021,Houses — Description of performance — Part 7: Accessibility and usability
ISO 16484-1:2024,Building automation and control systems (BACS) — Part 1: Project specification and implementation
ISO 16484-2:2025,Building automation and control systems (BACS) — Part 2: Hardware
ISO 16484-6:2024,Building automation and control systems (BACS) — Part 6: Data communication conformance testing
ISO 16813:2024,Building environment design — Indoor environment — General principles
ISO 21928-2:2023,Sustainability in buildings and civil engineering works — Sustainability indicators — Part 2: Framework for the development of indicators for civil engineering works
ISO 21931-1:2022,"Sustainability in buildings and civil engineering works — Framework for methods of assessment of the environmental, social and economic performance of construction works as a basis for sustainability assessment — Part 1: Buildings"
ISO 22057:2022,Sustainability in buildings and civil engineering works — Data templates for the use of environmental product declarations (EPDs) for construction products in building information modelling (BIM)
ISO 22185-1:2021,"Diagnosing moisture damage in buildings and implementing countermeasures — Part 1: Principles, nomenclature and moisture transport mechanisms"
ISO 22185-2:2024,Diagnosing moisture damage in buildings and implementing countermeasures — Part 2: Assessment of conditions
ISO 23234:2021,Buildings and civil engineering works — Security — Planning of security measures in the built environment
ISO 24365:2022,Radiators and convectors — Methods and rating for determining the heat output
ISO 5727:2024,Accessibility and usability of the built environment — Accessibility of immovable cultural heritage — Principles and methodology for interventions
ISO 17651-1:2024,Simultaneous interpreting — Interpreters’ working environment — Part 1: Requirements and recommendations for permanent booths
ISO 17651-2:2024,Simultaneous interpreting — Interpreters’ working environment — Part 2: Requirements and recommendations for mobile booths
ISO 20109:2025,Simultaneous interpreting — Equipment — Requirements
ISO 24019:2022,Simultaneous interpreting delivery platforms — Requirements and recommendations
ISO 22359:2024,Security and resilience — Guidelines for hardened protective shelters
ISO 21542:2021,Building construction — Accessibility and usability of the built environment
ISO 16316:2024,"Windows, doors and curtain walling — Impacted by windborne debris in windstorms — Test method and classification"
ISO 22497:2021,"Doors, windows and curtain walling — Curtain walling — Vocabulary"
ISO 24084:2022,Curtain walling — Inter-storey displacement resistance — Test method
ISO 16283-2:2020,Acoustics — Field measurement of sound insulation in buildings and of building elements — Part 2: Impact sound insulation
ISO 3008-1:2025,Fire resistance tests — Door and shutter assemblies — Part 1: General requirements
ISO 3008-4:2021,Fire resistance tests — Door and shutter assemblies — Part 4: Linear joint fire seal materials used to seal the gap between a fire door frame and the supporting construction
ISO 5925-1:2007,/Amd 1:2015Fire tests — Smoke-control door and shutter assemblies — Part 1: Ambient- and medium-temperature leakage tests — Amendment 1
ISO 6612:2023,Windows and doors — Resistance to wind load — Test method
ISO 6613:2023,Windows and doors — Air permeability — Test method
ISO 8270:2023,Windows and doors — Determination of the resistance to soft and heavy body impact for doors
ISO 8275:2023,Hinged or pivoted doors — Determination of the resistance to vertical load
ISO 10077-2:2017,"/Amd 1:2024Thermal performance of windows, doors and shutters — Calculation of thermal transmittance — Part 2: Numerical method for frames — Amendment 1"
ISO 12567-1:2010,/Cor 1:2010Thermal performance of windows and doors — Determination of thermal transmittance by the hot-box method — Part 1: Complete windows and doors — Technical Corrigendum 1
ISO 16316:2024,"Windows, doors and curtain walling — Impacted by windborne debris in windstorms — Test method and classification"
ISO 19467-2:2021,Thermal Performance of windows and doors — Determination of solar heat gain coefficient using solar simulator — Part 2: Centre of glazing
ISO 22496:2021,Windows and pedestrian doors — Vocabulary
ISO 8930:2021,General principles on reliability for structures — Vocabulary
ISO 15928-7:2021,Houses — Description of performance — Part 7: Accessibility and usability
ISO 23618:2022,Bases for design of structures — General principles on seismically isolated structures
ISO 17607-1:2023,Steel structures — Execution of structural steelwork — Part 1: General requirements and terms and definitions
ISO 17607-2:2023,Steel structures — Execution of structural steelwork — Part 2: Steels
ISO 17607-3:2023,Steel structures — Execution of structural steelwork — Part 3: Fabrication
ISO 17607-4:2023,Steel structures — Execution of structural steelwork — Part 4: Erection
ISO 17607-5:2023,Steel structures — Execution of structural steelwork — Part 5: Welding
ISO 17607-6:2023,Steel structures — Execution of structural steelwork — Part 6: Bolting
ISO 5257:2023,Bamboo structures — Engineered bamboo products — Test methods for determination of mechanical properties using small size specimens
ISO 7567:2024,Bamboo structures — Glued laminated bamboo — Product specifications
ISO 22156:2021,Bamboo structures — Bamboo culms — Structural design
ISO 23478:2022,Bamboo structures — Engineered bamboo products — Test methods for determination of physical and mechanical properties
ISO 24322:2024,Timber structures — Methods of test for evaluation of long-term performance — Part 1: Wood-based products in bending
ISO 24323:2023,Timber structures — Design method for vibrational serviceability of timber floors
ISO 5091-1:2023,Structural intervention of existing concrete structures using cementitious materials — Part 1: General principles
ISO 5091-2:2023,Structural intervention of existing concrete structures using cementitious materials — Part 2: Top‐surface overlaying
ISO 5091-3:2023,Structural intervention of existing concrete structures using cementitious materials — Part 3: Bottom-surface (soffit) underlaying
ISO 5091-4:2023,Structural intervention of existing concrete structures using cementitious materials — Part 4: Jacketing
ISO 6934-2:2024,Steel for the prestressing of concrete — Part 2: Cold-drawn wire
ISO 6934-4:2020,Steel for the prestressing of concrete — Part 4: Strand
ISO 6934-5:2024,Steel for the prestressing of concrete — Part 5: Hot-rolled steel bars with or without subsequent processing
ISO 6935-3:2023,Steel for the reinforcement of concrete — Part 3: Welded fabric
ISO 9607-1:2024,Paints and varnishes — Protective coatings for concrete structures — Part 1: General introduction
ISO 13315-1:2024,Environmental management for concrete and concrete structures — Part 1: General principles
ISO 13315-2:2025,Environmental management for concrete and concrete structures — Part 2: System boundary and inventory data
ISO 13315-3:2023,Environmental management for concrete and concrete structures — Part 3: Production of concrete constituents and concrete
ISO 18319-2:2022,Fibre reinforced polymer (FRP) reinforcement for concrete structures — Part 2: Specifications of CFRP strips
ISO 19338:2025,Performance requirements for standards on concrete structures
ISO 21725-1:2021,Simplified design of prestressed concrete bridges — Part 1: I-girder bridges
ISO 21725-2:2021,Simplified design of prestressed concrete bridges — Part 2: Box-girder bridges
ISO 22040-2:2024,Life cycle management of concrete structures — Part 2: Structural planning and design stage
ISO 22040-3:2025,Life cycle management of concrete structures — Part 3: Execution stage
ISO 22040:2021,Life cycle management of concrete structures
ISO 22502:2020,Simplified design of connections of concrete claddings to concrete structures
ISO 16521:2024,Design of concrete-filled steel tubular (CFST) hybrid structures
ISO 12570:2000,/Amd 1:2013Hygrothermal performance of building materials and products —  Determination of moisture content by drying at elevated temperature — Amendment 1
ISO 12570:2000,/Amd 2:2018Hygrothermal performance of building materials and products —  Determination of moisture content by drying at elevated temperature — Amendment 2
ISO 12571:2021,Hygrothermal performance of building materials and products — Determination of hygroscopic sorption properties
ISO 15148:2002,/Amd 1:2016Hygrothermal performance of building materials and products — Determination of water absorption coefficient by partial immersion — Amendment 1
ISO 23327:2021,Hygrothermal performance of building materials and products — Determination of moisture adsorption/desorption properties in response to periodic temperature variation
ISO 24353:2008,/Amd 1:2021Hygrothermal performance of building materials and products — Determination of moisture adsorption/desorption properties in response to humidity variation — Amendment 1
ISO 10426-1:2009,/Cor 1:2010Petroleum and natural gas industries — Cements and materials for well cementing — Part 1: Specification — Technical Corrigendum 1
ISO 10426-1:2009,/Cor 2:2012Petroleum and natural gas industries — Cements and materials for well cementing — Part 1: Specification — Technical Corrigendum 2
ISO 10426-2:2003,/Amd 1:2005Petroleum and natural gas industries — Cements and materials for well cementing — Part 2: Testing of well cements — Amendment 1: Water-wetting capability testing
ISO 10426-2:2003,/Cor 1:2006Petroleum and natural gas industries — Cements and materials for well cementing — Part 2: Testing of well cements — Technical Corrigendum 1
ISO 10426-5:2024,Oil and gas industries including lower carbon energy — Cements and materials for well cementing — Part 5: Determination of shrinkage and expansion of well cement formulations
ISO 13007-6:2020,"Ceramic tiles — Grouts and adhesives — Part 6: Requirements, test methods, evaluation of conformity, classification and designation for waterproof membranes used with the installation of ceramic tiles"
ISO 10545-5:1996,/Cor 1:1997Ceramic tiles — Part 5: Determination of impact resistance by measurement of coefficient of restitution — Technical Corrigendum 1
ISO 10545-10:2021,Ceramic tiles — Part 10: Determination of moisture expansion
ISO 10545-12:1995,/Cor 1:1997Ceramic tiles — Part 12: Determination of frost resistance — Technical Corrigendum 1
ISO 10545-15:2021,Ceramic tiles — Part 15: Determination of lead and cadmium given off by tiles
ISO 10545-18:2022,Ceramic tiles — Part 18: Determination of light reflectance value (LRV)
ISO 10545-20:2022,Ceramic tiles — Part 20: Determination of deflection of ceramic tiles for calculating their radius of curvature
ISO 13007-6:2020,"Ceramic tiles — Grouts and adhesives — Part 6: Requirements, test methods, evaluation of conformity, classification and designation for waterproof membranes used with the installation of ceramic tiles"
ISO 17721-1:2021,Quantitative determination of antibacterial activity of ceramic tile surfaces — Test methods — Part 1: Ceramic tile surfaces with incorporated antibacterial agents
ISO 17721-2:2021,Quantitative determination of antibacterial activity of ceramic tile surfaces — Test methods — Part 2: Ceramic tile surfaces with incorporated photocatalytic antibacterial agents
ISO 17889-1:2021,Ceramic tiling systems — Sustainability for ceramic tiles and installation materials — Part 1: Specification for ceramic tiles
ISO 17889-2:2023,Ceramic tiling systems — Sustainability for ceramic tiles and installation materials — Part 2: Specification for tile installation materials
ISO 12439:2025,Mixing water for concrete
ISO 13315-1:2024,Environmental management for concrete and concrete structures — Part 1: General principles
ISO 13315-2:2025,Environmental management for concrete and concrete structures — Part 2: System boundary and inventory data
ISO 13315-3:2023,Environmental management for concrete and concrete structures — Part 3: Production of concrete constituents and concrete
ISO 16311-1:2024,Maintenance and repair of concrete structures — Part 1: General principles
ISO 16311-2:2024,Maintenance and repair of concrete structures — Part 2: Assessment of existing concrete structures
ISO 16311-3:2024,Maintenance and repair of concrete structures — Part 3: Design of repairs
ISO 16311-4:2024,Maintenance and repair of concrete structures — Part 4: Execution of repairs
ISO 16711:2021,Requirements for seismic assessment and retrofit of concrete structures
ISO 17785-3:2023,Testing methods for pervious concrete — Part 3: Resistance of surface degradation
ISO 18319-2:2022,Fibre reinforced polymer (FRP) reinforcement for concrete structures — Part 2: Specifications of CFRP strips
ISO 19044:2024,Test methods for fibre-reinforced cementitious composites — Load-displacement curve using notched specimen
ISO 20290-1:2021,"Aggregates for concrete — Test methods for mechanical and physical properties — Part 1: Determination of bulk density, particle density, particle mass-per-volume and water absorption"
ISO 20290-5:2023,Aggregates for concrete — Test methods for mechanical and physical properties — Part 5: Determination of particle size distribution by sieving method
ISO 22873:2021,Quality control for batching and mixing steel fibre-reinforced concretes
ISO 22904:2020,Additions for concrete
ISO 23523:2021,Test methods for discrete polymer fibre for fibre-reinforced cementitious composites
ISO 23945-1:2022,Test methods for sprayed concrete — Part 1: Flash setting accelerating admixtures — Setting time
ISO 24684-2:2023,Aggregates for concrete — Test methods for chemical properties — Part 2: Determination of soluble sulfate salts
ISO 3934:2021,"Rubber, vulcanized and thermoplastic — Preformed gaskets used in buildings — Classification, specifications and test methods"
ISO 4781:2022,Building and civil engineering sealants — Determination of application life
ISO 4784:2022,Building and civil engineering sealants — Determination of surface cure time
ISO 5892:2024,Rubber building gaskets — Materials for preformed solid vulcanized structural gaskets — Specification
ISO 6927:2021,Building and civil engineering sealants — Vocabulary
ISO 9046:2021,Building and civil engineering sealants — Determination of adhesion/cohesion properties at constant temperature
ISO 9047:2001,/Cor 1:2009Building construction — Jointing products — Determination of adhesion/cohesion properties of sealants at variable temperatures — Technical Corrigendum 1
ISO 10563:2023,Building and civil engineering sealants — Determination of change in mass and volume
ISO 10591:2021,Building and civil engineering sealants — Determination of adhesion/cohesion properties of sealants after immersion in water
ISO 11432:2021,Building and civil engineering sealants — Determination of resistance to compression
ISO 11600:2002,/Amd 1:2011Building construction — Jointing products — Classification and requirements for sealants — Amendment 1
ISO 11617:2022,Building and civil engineering sealants — Determination of changes in cohesion and appearance of elastic weatherproofing sealants after exposure of statically cured specimens to artificial weathering and mechanical cycling
ISO 13638:2021,Building and civil engineering sealants — Determination of resistance to prolonged exposure to water
ISO 21265:2021,Building and civil engineering sealants — Assessment of the fungal growth on sealant surfaces
ISO 23869:2021,Building and civil engineering sealants — Determination of self-levelling properties
ISO 24068-1:2021,Building and civil engineering sealants — Determination of the degree of cure — Part 1: Build-up of tensile properties in dumbbell-shaped specimens
ISO 24068-2:2021,Building and civil engineering sealants — Determination of the degree of cure — Part 2: Build-up of tensile and adhesion properties in test joint specimens
ISO 24070-1:2021,Building and civil engineering sealants — Determination of cured thickness of one-component sealant — Part 1: Taper-shaped groove test method
ISO 24070-2:2021,Building and civil engineering sealants — Determination of cured thickness of one-component sealant — Part 2: Cylindrical cup test method
ISO 6334:2023,Thermal insulation products for building equipment and industrial installations — Expanded perlite products — Specification
ISO 9053-2:2020,Acoustics — Determination of airflow resistance — Part 2: Alternating airflow method
ISO 12623:2022,Thermal insulating products for building equipment and industrial installations — Determination of short-term water absorption by partial immersion of preformed pipe insulation
ISO 12624:2022,"Thermal insulating products for building equipment and industrial installations — Determination of trace quantities of water-soluble chloride, fluoride, silicate, sodium ions and pH"
ISO 12628:2022,"Thermal insulating products for building equipment and industrial installations — Determination of dimensions, squareness and linearity of preformed pipe insulation"
